id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,target
10840,0,14980,478100,1,0,0,99.72,12,C,Urban,1
48868,0,17164,48030,1,0,0,,8,A,Urban,1
96940,0.059,20810,180050,0,0,0,99.89,4,B,Urban,1
35712,0.244,15703,437590,8,0,0,99.31,16,C,Urban,1
108068,0.054,19722,240100,0,0,0,99.14,22,C,Urban,1
11363,0.266,21180,519130,0,0,0,98.48,27,B,Urban,1
91166,0.891,14973,192780,3,0,0,99.01,12,C,Rural,1
64962,0.338,21182,93120,0,0,0,97.74,14,B,Rural,1
94414,0.763,9866,127590,2,0,0,99.74,7,B,Rural,1
85939,0.001,31762,210050,0,0,0,99.89,5,B,Rural,1
87995,0.477,16439,399540,0,0,0,98.84,18,B,Rural,1
102284,0.355,10964,142640,0,0,0,99.16,9,D,Rural,1
61636,0.624,16067,159870,0,0,0,98.96,12,A,Urban,1
101955,0.669,18620,397790,0,0,0,97.35,25,C,Urban,0
111724,0.266,21185,387090,0,0,0,98.75,14,C,Rural,1
43992,0.549,16804,241560,1,0,0,98.41,14,D,Urban,1
111384,0.528,17894,220590,0,0,0,98.49,19,B,Rural,1
27638,0.017,20445,105760,0,0,0,99.89,4,A,Urban,1
82221,0.056,20090,225030,0,0,0,99.36,24,A,Rural,1
52138,0.345,15704,255140,1,0,0,99.11,13,E,Rural,1
93071,0.588,14612,255990,0,0,0,98.99,9,D,Urban,1
83196,0,18991,388830,0,0,0,98.91,12,B,Urban,1
74422,0.051,22645,169690,0,0,0,99.54,5,B,Rural,1
36793,0.017,24102,530050,0,0,0,99.23,19,B,Rural,1
26605,0.028,22642,248910,0,0,0,99.72,12,A,Rural,1
87007,0.883,13147,235140,0,0,0,99.18,9,A,Urban,1
10213,0.752,17165,123940,0,0,0,99.61,8,A,Urban,1
82159,0,11690,237100,0,0,0,99.47,10,A,Rural,1
369,0.305,25565,123080,0,0,0,98.59,18,E,Urban,1
101992,0.008,17167,184440,0,0,0,99.71,8,A,Rural,1
60448,0.007,17532,90030,0,0,0,99.08,11,A,Urban,1
91870,0.165,18985,123100,0,0,0,98.63,14,C,Urban,1
78033,0.066,13885,197570,0,0,0,98,6,A,Rural,1
101338,0,18256,167720,0,0,0,99.71,4,C,Urban,1
102432,0.105,20082,148710,1,0,0,98.67,12,B,Rural,1
8841,0.125,26293,92640,0,0,1,99.68,8,A,Urban,0
80440,1,10958,72080,1,0,0,99.74,6,A,Rural,1
754,0.259,18260,125120,0,0,0,98.61,11,B,Urban,1
53242,0.235,24828,300100,0,0,0,99.62,8,A,Urban,1
84956,0.625,18629,265110,0,0,0,98.97,13,A,Urban,1
33627,0.805,8405,62910,0,1,1,99.5,4,A,Urban,1
19827,1,13877,87060,0,3,1,99.85,4,C,Urban,1
94212,0.086,29945,121830,5,0,0,97.98,29,A,Rural,0
47172,0.074,23365,120040,0,0,0,99.32,6,B,Rural,1
51064,0.024,32864,107620,0,0,0,99.88,4,B,Urban,1
8181,0.555,10594,60040,0,0,0,99.56,5,A,Urban,1
48347,0.114,17896,234150,0,0,0,99.02,12,D,Urban,1
110415,1,9864,45120,0,0,0,99.75,4,A,Rural,1
92375,0.877,21545,49180,0,0,0,96.58,10,D,Urban,1
20971,0.362,9134,81040,0,0,0,98.57,10,A,Rural,1
91056,0.052,18990,129110,0,0,0,99.81,10,B,Rural,1
75217,0.427,26291,141120,0,0,1,97.9,16,A,Urban,0
79899,0.835,15703,105140,1,0,0,99.02,17,C,Rural,1
56466,0.45,11687,228810,0,0,0,98.49,19,B,Rural,1
19748,0,20811,48040,0,0,0,99.65,5,A,Urban,1
43955,0,20449,177590,1,0,0,,4,A,Urban,1
23458,0.322,23733,200030,1,0,0,99.73,11,E,Rural,1
32252,0.584,11685,172050,0,0,1,99.33,9,C,Urban,1
82694,0.018,20445,140370,0,0,0,99.1,15,A,Rural,1
14563,0.167,26658,165150,0,0,0,99.58,8,A,Rural,1
95807,0.051,19357,360050,1,0,0,99.35,15,B,Urban,1
42204,0.425,8402,36080,0,0,0,99.89,4,A,Rural,0
29731,0,18265,268580,0,0,0,99.7,9,A,Urban,1
45887,0.136,12781,100030,0,0,0,98.62,18,B,Urban,1
61245,0.224,15708,245010,0,0,0,99.47,16,C,Urban,1
3349,0.329,23370,225040,0,0,0,98.76,18,A,Urban,1
43791,0.229,20812,372450,3,0,0,98.76,28,B,Urban,1
21377,0.961,20811,207540,0,0,0,99.28,7,A,Urban,1
26998,0.687,19724,275100,1,0,0,98.67,14,C,Urban,1
84565,0.082,25555,130870,0,0,0,99.37,9,B,Urban,1
22169,0.166,17526,405070,0,0,0,99.54,7,C,Rural,1
78519,1,14610,123150,0,8,0,99.84,5,D,Urban,0
27144,0.057,17896,61030,0,0,0,99.88,4,C,Rural,1
39807,0.215,14610,137400,0,0,0,99.1,7,B,Rural,1
67238,0.029,26288,594060,0,0,0,,9,A,Urban,1
73027,0.062,20088,60060,0,0,0,,11,A,Rural,1
93049,0,16074,105900,0,0,0,99.76,7,B,Urban,1
49889,0.584,24101,99780,0,0,0,99.01,7,A,Rural,1
29606,0.005,15337,213130,0,0,0,99.27,6,C,Rural,1
90748,0.083,24102,400140,1,0,1,99.45,13,B,Urban,1
6469,0.191,19718,97590,0,0,0,98.41,13,A,Rural,1
67332,0.194,11321,160460,0,0,0,98.49,14,A,Rural,1
13424,0.023,26652,97100,0,0,0,97.73,21,A,Urban,1
74093,0.563,26290,187650,0,0,0,97.26,20,B,Urban,1
104572,0.042,17894,247570,0,0,1,99.14,26,D,Urban,1
36544,0,18626,266490,0,0,0,99.12,16,A,Urban,1
10108,1,13155,175120,0,0,0,99.33,6,D,Urban,1
23689,0.117,17897,72040,0,0,0,99.36,7,A,Urban,1
69196,0.046,20816,210100,0,0,0,99.19,11,A,Urban,1
27153,0.159,18624,270310,0,0,0,99.26,10,B,Rural,1
89908,0.011,27746,250070,0,0,0,98.91,12,B,Urban,1
32109,0.849,22270,96310,0,0,0,98.97,9,A,Urban,1
95208,0.07,17529,345110,0,0,0,99.1,6,C,Urban,1
51422,0.426,17890,136640,0,0,0,98.72,11,C,Urban,1
46432,0.698,18622,167710,0,0,0,98.09,10,A,Urban,0
50898,0.21,30306,231690,0,0,0,99.37,9,B,Urban,1
95762,1,15707,184090,0,0,0,98.55,7,A,Rural,1
72752,0.02,31765,160200,0,0,0,99.89,6,A,Urban,1
56512,0.013,25564,295530,0,0,0,99.47,20,A,Urban,1
22294,0.198,17900,291290,1,0,0,99.62,9,C,Urban,0
86709,0.044,21179,225050,0,0,0,99.69,15,B,Rural,1
67906,1,11689,225080,0,1,0,99.84,5,A,Rural,0
85875,1,17165,150080,0,0,0,98.77,9,A,Urban,1
43731,0.018,23001,175070,0,0,0,99.45,18,A,Urban,1
110447,0.47,21908,337580,0,0,0,97.97,17,D,Rural,1
42317,1,17899,89730,0,2,2,99.1,5,D,Urban,1
67384,0.705,18257,181990,0,0,0,99.17,6,A,Urban,1
35725,0.63,22635,430030,0,0,0,98.16,15,C,Urban,1
23693,0.311,16800,144220,0,0,1,99.48,10,C,Rural,1
109670,0.158,21181,258730,1,0,0,97.45,7,C,Urban,1
5780,0.003,17534,120150,0,0,0,99.24,11,A,Urban,1
107219,0.678,17161,240100,0,0,0,98.35,11,A,Rural,1
25413,0.307,23374,230120,0,0,0,98.57,7,B,Urban,1
70032,0,19356,349100,1,0,0,99.64,10,C,Rural,1
7408,0.831,20085,390140,0,0,0,99.23,24,A,Urban,0
32780,0.288,17527,204050,0,0,0,98.4,15,A,Urban,1
95774,0.262,16802,96120,0,0,0,98.4,15,C,Rural,1
87270,0.064,23373,185250,0,0,0,98.69,15,B,Urban,1
26805,0.191,22643,162690,0,0,0,99.33,8,A,Urban,1
104564,0.101,22641,168050,0,0,0,98.06,7,A,Urban,1
102229,0.024,18986,293900,0,0,0,99.36,30,C,Urban,1
106819,0.002,22645,121530,0,0,0,99.31,7,A,Urban,1
94656,0.484,13880,145060,0,0,0,98.35,10,C,Urban,1
74992,0,27745,180500,0,0,0,99.76,9,B,Urban,1
77571,0.563,20089,241590,0,0,0,98.88,12,A,Rural,1
68159,0.108,21549,350130,0,0,0,99.26,14,D,Rural,1
12623,0.003,28847,62530,0,0,0,99.52,5,B,Urban,1
90972,0.146,18621,412580,0,0,0,99.58,11,D,Rural,1
95627,0.773,13515,187630,2,0,0,97.95,10,A,Urban,1
3532,0.015,20452,273060,0,0,0,99.23,18,A,Rural,1
35389,0.01,24095,292730,0,0,0,99,10,B,Urban,1
259,0.016,31766,90130,0,0,0,99.88,9,A,Urban,1
15687,0.01,29939,301200,0,0,0,99.61,12,A,Urban,1
86518,0.063,17165,189110,0,0,0,99.67,18,B,Urban,1
82741,0.904,8045,24750,0,0,0,99.79,3,A,Urban,1
16302,0,16440,300120,0,0,0,99.28,7,C,Urban,1
5968,0.038,26655,150090,0,0,0,99.16,17,A,Urban,1
103431,0,21547,456120,0,0,0,99.15,18,A,Urban,1
99603,0.069,20446,82990,0,0,0,99.47,7,A,Urban,1
72785,0.011,15344,318140,0,0,0,99.25,10,D,Urban,1
29493,0.072,12053,202630,0,0,0,99.68,7,A,Urban,1
85660,0.224,14971,73190,0,0,0,97.22,14,C,Urban,1
9491,0.018,11325,488460,0,0,0,99.43,25,C,Urban,1
6725,0.205,13519,97610,1,0,0,98.47,4,A,Urban,1
28256,0,26287,127250,0,0,0,98.71,20,B,Urban,1
79937,1,20446,151210,0,0,0,98.43,8,B,Urban,1
23741,0.183,23731,111660,0,0,0,99.66,12,A,Rural,1
90783,0.661,16432,198130,0,0,0,99.03,13,A,Urban,1
80111,1,14246,125060,0,0,1,,2,D,Urban,1
72986,0.184,24468,152260,0,0,0,99.24,16,A,Rural,1
103807,0.361,13881,175420,0,0,0,97.09,18,A,Urban,1
61161,0.494,12789,120070,1,0,0,99.53,13,A,Rural,1
77792,0.865,17892,300150,7,4,3,99.23,18,A,Urban,0
94277,0.022,21179,287530,0,0,0,99.44,12,A,Urban,1
40125,0.522,19350,116480,0,0,0,98.84,8,B,Rural,1
43075,0.873,21184,171330,5,2,2,98.81,15,B,Rural,1
20301,0.002,25556,195030,0,0,0,99.29,11,A,Urban,1
111584,0.038,15337,173850,0,0,0,98.75,13,A,Rural,1
18635,0.002,25561,240130,0,0,0,99.07,7,A,Urban,1
75030,1,12787,57130,1,0,0,98.77,8,A,Urban,1
55266,0.377,10962,151250,0,0,0,98.77,17,A,Rural,1
55,0,18259,107990,0,0,0,98.4,8,D,Urban,1
59312,0.194,9866,66040,1,0,0,99.5,6,A,Rural,1
24443,0.996,10599,174070,2,0,0,99.13,8,C,Urban,1
105426,0.179,12053,350060,0,0,0,99.4,10,A,Urban,1
18404,1,12782,125190,0,0,0,97.3,5,B,Rural,1
44374,0.334,19716,195140,0,0,0,98.8,14,A,Urban,1
91943,0.062,16430,150060,1,0,0,98.97,17,A,Urban,1
109470,0.365,10597,135100,0,0,0,99.5,10,D,Urban,1
38564,0.027,15335,90130,1,0,1,99.86,9,A,Urban,1
144,0.619,20448,360110,0,0,0,99.15,22,B,Urban,1
103693,0.023,29944,191600,0,0,0,99.89,3,A,Urban,1
86400,0,21185,302520,0,0,0,98.6,15,A,Rural,1
112284,0.131,15705,390150,0,0,0,99.37,14,D,Rural,1
107309,0.571,14975,324110,0,0,0,99.05,24,A,Urban,1
8169,0.034,17165,272620,0,0,0,99.33,9,A,Urban,1
91793,0.558,16430,161030,0,0,0,99.52,10,C,Urban,1
67357,0.353,20087,234060,2,0,0,99.04,9,B,Urban,1
16384,0.034,20083,197960,0,0,0,99.31,12,B,Rural,1
74625,0.215,22279,120140,0,0,0,98.94,18,A,Rural,1
90623,0.303,21910,195070,0,0,0,98.41,21,A,Rural,1
79739,0.622,20813,65520,0,0,0,98.36,15,A,Urban,1
53831,0.077,25561,255900,0,0,0,99.72,8,A,Rural,1
21093,0.479,21175,97220,0,0,0,98.73,9,A,Rural,1
2171,0.079,14248,150140,0,0,0,99.12,29,B,Urban,1
60129,0.882,22272,195130,0,0,0,98.12,8,A,Rural,1
9819,0.069,16803,185640,0,0,0,99.63,16,A,Urban,1
68108,1,17895,87130,0,0,0,97.61,8,A,Urban,0
2549,0,25923,547640,0,0,0,99.22,24,B,Urban,1
41532,0.724,10596,42100,0,0,0,99.55,6,A,Rural,1
113935,0.718,16802,198120,0,1,1,,4,A,Urban,0
85766,0.017,18990,77660,0,0,0,98.76,14,A,Rural,1
85084,0.303,13880,137050,1,0,0,98.53,21,B,Urban,1
63091,0.002,8769,30040,0,2,0,99.83,5,A,Urban,1
57864,0.351,21176,125110,0,0,0,98.78,8,C,Urban,1
514,1,15336,293510,0,0,0,98.97,10,D,Urban,1
73606,0.007,23731,77690,0,0,0,99.89,11,A,Urban,1
80963,0.001,24463,182060,0,0,0,99.42,11,A,Urban,1
91660,0,28114,165130,0,0,0,99.61,7,B,Rural,1
7352,1,14607,90320,1,1,0,99.88,2,D,Urban,0
50168,0.017,25928,155770,0,0,0,99.88,9,A,Rural,1
87706,0,26652,144110,0,0,0,98.28,13,A,Rural,0
22196,0.018,20081,230220,0,0,0,99.87,8,A,Rural,1
109024,0.002,20450,295100,0,0,0,98.5,11,A,Urban,1
20477,0.028,14240,175030,0,0,0,98.71,7,B,Urban,1
102011,0.5,14611,195250,0,0,0,99.09,14,D,Urban,1
66056,0.587,23005,104200,0,0,0,98.49,7,A,Urban,1
64007,1,17893,46890,2,1,2,,3,A,Urban,1
11642,0.038,27752,115890,0,0,0,99.86,7,B,Urban,1
113684,0.023,26287,249250,0,0,0,99.46,11,B,Urban,1
81231,0.039,28120,315070,0,0,0,99.72,21,A,Urban,1
94565,0.213,21911,156120,0,0,0,99.01,14,C,Urban,0
30932,0,15709,249040,0,0,0,99.11,7,D,Urban,1
38330,0.098,23365,84850,0,0,0,99.56,8,A,Rural,1
48517,0.013,23009,214530,0,0,0,99.81,18,B,Urban,1
47873,1,11685,92530,0,0,0,99.62,5,A,Urban,1
19396,0.404,16433,195040,0,0,0,99.01,7,D,Rural,1
60527,0.159,23005,157650,0,0,0,99.87,6,A,Rural,1
26248,0.052,21540,367450,0,0,0,99.48,11,B,Rural,1
77145,0.093,17896,370130,0,0,0,99.34,5,A,Rural,1
26883,0.295,18987,150110,1,0,0,99.22,8,A,Urban,1
104720,0.876,9497,46580,0,0,0,98.9,6,A,Urban,1
110148,1,20815,187590,0,0,0,99.33,9,B,Urban,1
37955,0.006,25564,141330,0,0,0,99.47,13,A,Rural,1
25921,0.005,21179,102530,1,0,0,99.24,16,A,Rural,1
70700,0.066,10232,57930,0,0,0,99.63,14,A,Rural,1
95080,0.062,22645,166470,1,1,3,98.83,8,B,Urban,0
111871,0.176,21185,161690,0,0,0,98.72,24,A,Urban,1
91185,0.006,24462,165000,0,0,0,99.59,8,B,Rural,1
38063,0.47,23366,92940,0,0,0,99.16,8,A,Urban,1
73348,0.166,13876,154760,0,0,0,98.52,6,C,Rural,0
85265,0.253,19719,135150,0,0,0,98.99,12,A,Urban,1
13634,0.036,25925,151530,0,0,0,98.59,18,A,Rural,1
100254,0.725,17162,480150,0,0,0,98.39,13,C,Rural,1
89877,0.008,20811,300130,0,0,0,99.13,10,A,Urban,1
112418,1,10959,66110,0,2,0,,2,D,Rural,0
46825,0.128,24463,870070,0,0,0,99.54,18,C,Urban,1
20784,0.002,13154,94100,0,0,0,98.73,8,B,Rural,1
84107,0.764,16071,227560,0,0,0,98.86,11,D,Urban,1
88803,0.036,30306,173190,0,0,0,99.88,7,A,Rural,1
10027,0.569,15704,300070,1,0,0,99.03,13,B,Urban,1
99552,0.024,16440,32650,1,0,0,95.75,9,A,Rural,1
66277,0.066,16801,210050,0,0,0,99.05,13,D,Rural,1
80327,0.653,17893,171140,0,0,0,98.21,11,A,Rural,1
77570,0.046,19720,255050,0,0,0,99.62,22,A,Rural,1
24320,0.107,21541,250130,0,0,0,99.56,8,A,Rural,1
6532,0.196,17164,204100,1,0,0,98.97,11,A,Urban,1
68152,0.728,17891,117140,2,0,0,99.84,7,A,Urban,1
83579,0.332,20814,287550,0,0,0,98.68,11,D,Urban,1
36592,0.329,17170,85040,0,0,1,99.02,12,A,Rural,1
45647,0.584,14242,76860,3,0,0,93.51,11,A,Rural,1
84970,0.47,14979,300040,0,0,0,97.79,13,D,Urban,1
97416,0.97,22276,123340,0,0,0,98.28,11,B,Urban,1
20350,0.572,18620,125120,0,0,0,98.38,8,C,Urban,0
113105,0.205,22271,270150,0,0,0,99.28,26,A,Rural,1
83942,0.981,15706,338580,0,0,0,99.05,15,D,Rural,1
60275,0.05,17898,132050,0,0,0,98.83,19,D,Rural,1
50996,0.01,17891,95320,0,0,0,99.39,14,A,Urban,1
40355,0.908,20451,100080,0,0,0,99.74,4,C,Rural,1
50370,0,17163,175780,0,0,0,,9,A,Urban,1
75929,0.944,20810,75110,3,0,0,97.97,22,A,Rural,0
78251,0.031,28480,177640,0,0,0,99.76,11,B,Urban,1
41190,0.35,11327,66040,0,0,0,98.24,11,A,Rural,1
11927,0,24830,550160,0,0,0,99.52,10,D,Rural,1
84261,0.36,18622,165050,0,0,0,98.9,19,C,Urban,1
99728,0.041,17899,150100,0,0,0,99.51,11,A,Rural,1
99892,0,10957,51920,0,0,0,99.51,5,A,Urban,1
33986,0,21180,180080,0,0,0,99.34,6,A,Rural,1
107056,0.978,16065,110650,0,0,0,97.15,14,D,Urban,0
33913,0.091,18626,143850,0,0,0,98.2,9,A,Urban,1
6838,0.835,20451,140130,0,0,0,96.93,21,A,Urban,1
57727,0.849,17898,180030,4,2,0,98.48,11,A,Urban,0
113042,0.298,9870,66000,1,0,0,99.39,9,A,Rural,1
79192,0.459,15340,72610,0,0,0,99.59,6,A,Urban,1
24035,0.819,22641,129810,0,0,0,99,9,B,Rural,1
84354,0.005,23737,273050,0,0,0,99.66,18,A,Urban,1
112942,0.036,21185,447950,0,0,0,99.15,29,C,Urban,1
50112,0.122,21542,102090,1,0,0,99.56,10,A,Rural,1
95037,0.005,20085,1250050,0,0,0,99.61,10,C,Urban,1
27287,0.06,23368,210050,0,0,0,99.4,12,A,Urban,1
98371,0.002,19721,265030,0,0,0,99.58,5,A,Rural,1
1347,0.476,13148,220090,0,0,0,98.74,20,B,Rural,1
84165,0.179,24832,156780,0,0,0,99.2,9,B,Urban,1
16855,0.816,14243,259330,0,0,0,98.96,11,D,Urban,1
1974,0.013,27748,184670,0,0,0,99.85,13,A,Urban,1
108074,0.089,24825,480140,1,0,0,99.38,10,B,Urban,1
21965,0.063,16430,325030,1,0,0,99.09,8,C,Urban,1
112677,0.028,19359,190670,0,0,0,98.91,8,A,Rural,1
53178,0.031,23010,198060,0,0,0,98.95,12,A,Rural,1
433,0.796,8400,57540,1,4,1,99.37,12,B,Urban,0
92699,0.338,16801,265070,1,0,1,99.37,11,B,Urban,1
76068,0.004,20085,46110,0,0,0,,5,A,Urban,1
19915,0.119,10962,78150,0,0,0,99.83,10,A,Rural,1
8350,0.056,16065,68660,0,0,0,99.85,7,A,Urban,1
29902,0.174,18262,304620,0,0,0,99.41,15,B,Rural,1
575,0.225,17160,195070,0,0,0,99.22,13,B,Urban,1
17711,0.887,26656,69560,1,0,0,99.57,12,A,Urban,0
105244,0.04,24834,159130,1,0,0,98.8,12,A,Rural,1
39080,0.005,33228,112300,0,0,0,,5,A,Rural,1
78655,1,16437,80280,0,0,0,98.95,6,B,Urban,1
36399,0.007,25198,290090,0,0,0,99.89,16,B,Urban,1
18988,0.042,22639,500320,0,0,0,99.89,4,A,Urban,1
76556,0.029,18985,118770,0,0,0,98.56,17,B,Urban,1
45253,0.088,17163,138410,0,0,0,99.87,6,C,Urban,1
26980,0.309,21183,138100,0,0,0,99.56,10,A,Urban,1
39648,0.153,27386,65940,0,0,0,96.7,13,A,Urban,1
16878,0.464,22644,243130,0,0,0,99.47,13,A,Rural,1
36047,0.49,18994,204130,0,0,0,99.76,5,A,Urban,1
63528,0,10962,91830,0,0,0,99.21,6,B,Urban,1
58009,0.412,13155,170060,0,0,0,98.6,11,C,Urban,1
38925,0.115,10227,187600,0,0,0,99.65,7,A,Urban,1
53048,0.171,18990,132030,0,0,0,99.77,7,A,Urban,1
99049,0.935,14974,293070,0,0,0,98.82,6,A,Urban,1
71244,0.037,11691,255030,0,0,0,99.76,5,B,Urban,1
6513,0,25193,176860,0,0,0,99.32,18,A,Urban,1
47727,0.103,20453,198630,0,0,0,99.53,11,A,Urban,1
48561,0.149,14971,300050,0,0,0,99.6,7,D,Urban,1
28678,0.119,16437,112990,0,0,0,97.51,13,C,Urban,1
24083,0.071,19350,265800,0,0,0,99.48,5,B,Rural,1
79438,0.104,19352,195080,0,0,0,98.7,11,A,Urban,1
1035,0.069,25927,143130,0,0,0,99.46,13,A,Urban,1
82401,0.189,28117,120110,0,0,0,97.64,20,A,Urban,1
22882,0.034,21906,210120,0,0,0,99.85,12,A,Rural,1
58985,0.609,24467,90080,1,0,0,97.8,15,A,Rural,1
64063,0.007,12425,119800,0,0,0,98.88,7,A,Rural,1
44020,0.344,23369,120070,0,0,0,99.26,11,A,Urban,1
11286,0.018,17899,274540,0,0,0,99.61,8,A,Rural,1
112073,0.018,17168,240050,0,0,0,99.53,7,C,Urban,1
92136,0.445,16069,99690,0,0,0,98.75,11,A,Rural,1
11679,0.022,17165,180060,0,0,0,99.49,11,A,Urban,1
48337,0.176,17168,315120,0,0,0,98.91,13,A,Rural,1
89420,0.409,11690,172490,1,0,0,99.62,6,D,Rural,1
19606,0.003,25922,35420,0,0,0,98.33,9,A,Rural,1
23302,0.718,18257,162110,1,0,0,98.66,9,D,Urban,1
92709,0.409,29945,55650,0,0,0,96.03,9,A,Urban,1
106091,0.065,15704,180090,0,0,0,99.89,4,A,Rural,1
63712,0.062,17164,180070,1,0,0,98.35,14,B,Rural,1
99150,0.846,12415,105100,6,2,3,98.45,10,D,Urban,0
5666,0.463,22639,438930,1,0,0,98.9,20,A,Urban,1
104635,0.037,22270,201140,0,0,0,99.41,8,B,Rural,1
74481,0.6,17892,300140,0,0,0,99.25,18,D,Rural,1
66534,0.729,22639,960150,0,0,0,98.97,14,A,Urban,1
64658,0.006,24829,231100,0,0,0,98.74,11,B,Urban,1
48812,0.052,14610,287560,0,0,0,99.2,15,D,Urban,1
63526,0.098,24835,212520,0,0,0,99.11,22,A,Urban,1
6335,0.929,11685,135090,0,2,0,99.62,5,D,Urban,1
37930,0.166,29939,200090,0,0,0,99.88,6,A,Rural,0
78947,0.593,18256,207640,0,0,0,98.69,13,A,Urban,1
75939,0.991,17163,254220,1,0,0,99.53,11,D,Urban,1
44784,0.188,17533,318060,0,0,0,99.25,14,C,Urban,1
65319,0.59,24470,230080,1,0,0,98.19,18,B,Urban,1
7962,0.096,18620,209240,0,0,0,99.12,14,B,Urban,1
97565,0.996,18628,163990,0,0,0,98.33,13,B,Urban,1
48393,0.825,19359,180080,1,0,0,99.2,16,A,Rural,1
27118,0.096,19358,67820,0,0,0,99.09,13,B,Urban,1
11509,0.236,18994,129110,0,0,0,98.51,13,B,Urban,1
106058,0.775,14248,188870,1,0,0,99.1,14,D,Urban,0
59625,0.05,10594,100020,0,0,0,99.63,4,A,Rural,1
29918,0.227,21914,160080,0,0,0,99.55,11,A,Rural,1
96518,0.048,31396,150080,0,0,0,99.58,8,A,Rural,1
84678,0.042,13148,244060,0,0,0,99.7,7,B,Urban,1
48939,0.754,21548,151960,0,0,0,99.26,8,A,Rural,0
23187,0.787,12052,121580,0,0,0,94.47,17,A,Rural,0
59641,0.022,19354,300130,0,0,0,99.33,18,D,Urban,1
16518,0.838,23005,194170,0,0,0,98.39,12,A,Rural,0
39398,0,22637,188610,0,0,0,99.32,9,A,Urban,1
72539,0.928,21178,265570,3,3,1,99.63,10,C,Urban,1
51691,0.013,15345,237110,0,0,0,99.67,9,A,Rural,1
80110,0.863,10598,565220,0,0,0,99.66,6,C,Rural,1
33223,0.219,21185,500040,0,0,0,99.31,9,C,Rural,1
89449,0.049,29571,122630,0,0,0,99.53,10,A,Urban,1
39890,0.139,13152,152920,0,0,0,99.08,17,C,Urban,1
88971,0.003,33225,113830,0,0,0,,7,A,Urban,1
4911,0.153,13149,300030,0,0,0,99.3,13,B,Rural,1
56954,0.009,25560,82540,0,0,0,99.89,4,A,Urban,1
48741,0.048,21183,241340,0,0,0,98.7,8,B,Urban,1
55252,0.121,14248,255140,0,0,0,99.52,11,B,Rural,1
78254,0.062,22275,220540,0,0,0,99.49,7,A,Urban,1
96490,0.979,16065,230510,2,0,0,98.7,16,D,Urban,1
49429,0.481,9502,166350,0,0,0,99.58,5,A,Urban,1
49274,0.114,20455,157630,0,0,0,98.81,12,B,Rural,1
11130,0.04,31402,90150,0,0,0,99.3,13,A,Urban,1
43510,0.567,15338,125030,1,0,0,99.71,6,A,Rural,1
89092,0.008,16437,138070,1,0,0,99.83,16,C,Urban,1
102350,0.942,15704,88720,0,0,0,98.79,7,C,Urban,1
30405,0.595,8775,120130,0,0,0,99.63,9,A,Urban,1
48398,0,18623,237450,0,0,0,99,11,D,Urban,1
78811,0.859,11330,210090,1,0,0,98.81,13,C,Rural,1
6670,0.186,29208,194210,0,0,0,99.33,8,A,Urban,1
42739,0.959,14246,36080,0,0,0,98.84,6,D,Urban,1
94369,0.78,14972,80400,0,0,0,98.23,11,A,Rural,1
31585,0,18990,159040,0,0,0,99.2,14,B,Urban,1
80487,0.03,17533,300120,0,0,0,99.01,9,C,Rural,1
26021,0.029,25194,230130,0,0,0,99.23,10,A,Rural,1
31389,0.067,27749,146530,0,0,0,99.38,13,A,Urban,1
69211,0.124,19715,210100,0,0,0,99.6,11,B,Urban,1
101359,1,13877,160090,0,0,0,98.66,5,D,Urban,1
52208,0.531,21177,435110,0,0,0,99.02,25,A,Rural,1
18137,0.562,12417,181300,0,0,0,98.18,10,C,Urban,1
32896,0.761,19360,402620,0,0,0,99.39,14,A,Urban,1
64776,0.577,14243,160740,0,0,0,98.84,11,B,Rural,1
55399,0.065,23733,315070,0,0,0,99.66,11,A,Rural,1
96208,0.061,20445,200030,0,0,0,99.7,7,C,Urban,1
47149,0.975,24105,97970,0,0,0,98.64,11,A,Rural,1
88110,0.013,15701,50080,0,0,0,93.9,22,B,Urban,1
87508,1,24833,36760,0,0,0,99.37,3,A,Rural,1
68026,0.284,22276,144150,0,0,0,98.47,16,A,Rural,1
33842,0.112,18265,388040,1,0,0,99.06,10,D,Urban,1
66545,0.58,9868,300030,1,0,0,99.16,29,B,Urban,1
64761,0.173,8767,72090,0,0,0,97.69,15,A,Urban,1
12528,0.798,17162,170770,0,0,0,99.1,7,C,Rural,1
70914,0.522,13149,117860,1,0,0,98.58,9,D,Urban,0
66590,0.104,14972,48070,0,0,0,95.88,6,C,Rural,1
106258,0.117,30309,66150,0,0,0,99.8,6,A,Rural,1
25369,0.175,11692,123850,0,0,0,98.52,16,A,Rural,1
43315,0.04,21543,118130,0,0,0,99.67,4,B,Rural,1
24352,0.009,20813,60030,0,0,0,99.89,8,A,Rural,1
68900,0.237,16072,379470,1,0,0,99.4,10,B,Rural,1
80168,0.874,16800,57590,2,0,0,99.83,4,C,Urban,0
12501,0.005,28480,136460,0,0,0,99.55,16,B,Urban,1
23100,0.021,25197,370130,0,0,0,99,17,A,Rural,1
92672,0.277,31038,110090,0,0,0,99.76,6,B,Rural,1
107129,0.006,20083,387520,0,0,0,99.89,25,A,Urban,1
25749,0.228,17895,252150,0,0,0,97.9,13,B,Rural,1
109841,0.177,9866,131670,0,0,0,99.79,6,B,Rural,1
14863,0.527,18263,165010,3,1,1,98.82,17,B,Urban,0
